2024-08-29 15:24:49.606 | INFO     | __main__:main:16 - Initializing the literature search
2024-08-29 15:31:50.111 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Loopholes undermine donation: An experiment motivated by an organ donation priority loophole in Israel
2024-08-29 15:31:52.714 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for No excuses for good behavior: Volunteering and the social environment
2024-08-29 15:31:55.120 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Mixed feelings: Theories of and evidence on giving
2024-08-29 15:31:57.943 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The hedonistic paradox: Is homo economicus happier?
2024-08-29 15:31:58.698 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Pay for politicians and candidate selection: An empirical analysis
2024-08-29 15:31:59.557 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Anti-social behavior in profit and nonprofit organizations
2024-08-29 15:32:00.657 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Competitive rivalry, social disposition, and subjective well-being: An experiment
2024-08-29 15:32:02.384 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Encouraging classroom peer interactions: Evidence from Chinese migrant schools
2024-08-29 15:32:06.868 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Punish in public
2024-08-29 15:32:09.905 | INFO     | src.scholar:search_google_scholar:133 - Found 16 results for journal Journal of Public Economics
2024-08-29 15:32:09.908 | INFO     | __main__:main:25 - Processing journal Journal of Urban Economics
2024-08-29 15:32:12.260 | INFO     | src.scholar:search_google_scholar:133 - Found 0 results for journal Journal of Urban Economics
2024-08-29 15:32:12.261 | INFO     | __main__:main:25 - Processing journal Journal of the European Economic Association
2024-08-29 15:32:14.381 | INFO     | src.scholar:search_google_scholar:133 - Found 1 results for journal Journal of the European Economic Association
2024-08-29 15:32:14.382 | INFO     | __main__:main:25 - Processing journal Review of Financial Studies
2024-08-29 15:32:16.015 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Decentralizing money: Bitcoin prices and blockchain security
2024-08-29 15:32:16.440 | INFO     | src.scholar:search_google_scholar:133 - Found 1 results for journal Review of Financial Studies
2024-08-29 15:32:16.442 | INFO     | __main__:main:25 - Processing journal The Economic Journal
2024-08-29 15:32:18.142 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Extrinsic and intrinsic motivations for tax compliance: Evidence from a field experiment in Germany
2024-08-29 15:32:21.996 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Payment choice, image motivation and contributions to charity: evidence from a field experiment
2024-08-29 15:32:23.235 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Intermediation reduces punishment (and reward)
2024-08-29 15:32:26.858 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The behavioralist goes to school: Leveraging behavioral economics to improve educational performance
2024-08-29 15:32:28.170 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Moral suasion and economic incentives: Field experimental evidence from energy demand
2024-08-29 15:32:32.178 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Will there be blood? Incentives and displacement effects in pro-social behavior
2024-08-29 15:32:32.987 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Long-run effects of temporary incentives on medical care productivity
2024-08-29 15:32:36.804 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The impact of monetary and non-monetary factors of motivation on employee productivity
2024-08-29 15:32:38.146 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Why people vote: Ethical motives and social incentives
2024-08-29 15:32:42.441 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Can small incentives have large effects? The impact of taxes versus bonuses on disposable bag use
2024-08-29 15:32:47.346 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Who Has the Time? Community College Students' Time-Use Response to Financial Incentives
2024-08-29 15:32:48.463 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Long-Term Effects of Temporary Incentives on Productivity in Medical Care Clinics
2024-08-29 15:32:48.597 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Revised version published in American Economic Journal: Economic Policy, 2018, 10 (1)
2024-08-29 15:32:50.233 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Abraham Maslow's Hierarchy of Needs and Frederick Herzberg's Two-Factor Motivation Theories: Implications for Organizational Performance
2024-08-29 15:32:50.582 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for A constitution for knaves crowds out civic virtues
2024-08-29 15:32:51.301 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Asymmetric incentives in subsidies: Evidence from a large-scale electricity rebate program
2024-08-29 15:32:56.146 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Motivators and Demotivators for Employees
2024-08-29 15:32:57.504 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Indenture as a Self‐Enforced Contract Device: An Experimental Test
2024-08-29 15:32:58.360 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for How to create an engagement-friendly environment in reward-based crowdfunding?
2024-08-29 15:32:59.404 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Medium-and long-term educational consequences of alternative conditional cash transfer designs: Experimental evidence from Colombia
2024-08-29 15:33:00.125 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The effects of individual internal versus external reference prices on consumer decisions for pay-what-you-want payments
2024-08-29 15:33:01.109 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Warm‐glow Giving and Freedom to be Selfish
2024-08-29 15:33:01.972 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Reducing child mortality in the last mile: experimental evidence on community health promoters in Uganda
2024-08-29 15:33:03.182 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Preheating prosocial behaviour
2024-08-29 15:33:05.260 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Screening for managerial objectives
2024-08-29 15:33:08.580 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Competition, cooperation and collective choice
2024-08-29 15:33:10.220 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Incentivizing safer sexual behavior: evidence from a lottery experiment on HIV prevention
2024-08-29 15:33:12.295 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Heavy work investment from the perspective of cultural factors and outcomes by types of investors
2024-08-29 15:33:13.450 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Trust and State Effectiveness: The Political Economy of Compliance
2024-08-29 15:33:14.099 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Entrepreneurs' Personnel Characteristics and Their Impact on the Growth of SMEs.
2024-08-29 15:33:16.932 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Incentive reversal
2024-08-29 15:33:18.420 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Herding cats? Management and university performance
2024-08-29 15:33:18.747 | INFO     | src.scholar:search_google_scholar:133 - Found 37 results for journal Economic Journal
2024-08-29 15:33:18.749 | INFO     | __main__:main:25 - Processing journal The Journal of Finance
2024-08-29 15:33:20.791 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The impact of awards on intrinsic motivation and job satisfaction of multi-level marketing members in riau islands province, Indonesia
2024-08-29 15:33:22.461 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Compensation and incentives: Practice vs. theory
2024-08-29 15:33:26.939 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Effect of compensation strategy on corporate performance: Evidence from Nigerian firms
2024-08-29 15:33:27.303 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Evaluating stock trading behaviour: Information sources nexus through intrinsic and extrinsic motivation
2024-08-29 15:33:27.910 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Performance based compensation and firm value of commercial banks in Nigeria
2024-08-29 15:33:28.346 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Crowdfunding tax incentives in Europe: a comparative analysis
2024-08-29 15:33:28.684 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Factors that affect students' career choice in accounting: A case of Bahir Dar University students
2024-08-29 15:33:30.309 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Antecedents of Salesforce Motivation: A Review of Studies
2024-08-29 15:33:32.971 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Analysis of teachers' motivation on the overall performance of public basic school in the Wa Municipality
2024-08-29 15:33:33.418 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Effect of Motivation, Leadership and Organizational Culture on Employee Performance during the COVID-19 Pandemic
2024-08-29 15:33:34.409 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Publication Process Date
2024-08-29 15:33:35.346 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Motivation as a management tool for health workers' productivity in Nigeria
2024-08-29 15:33:35.819 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Board Inclusion in Financial Reporting and Dividend Policy: Evidence from Static and Dynamic Panel VAR Models
2024-08-29 15:33:38.041 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The use of performance information by local government stakeholders in Tanzania
2024-08-29 15:33:38.549 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Effect of Human Resources Practice and Organizational Commitment on Accountability of Rural Entity
2024-08-29 15:33:44.248 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Determination the Impact Professional Skepticism and Interpersonal Trust, with Considering the of Organizational Behavior Characteristics on Auditors Job Durability
2024-08-29 15:33:49.679 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Cryptocurrencies: A survey on acceptance, governance and market dynamics
2024-08-29 15:33:50.030 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The effect of workplace safety on the performance of Enugu state electricity distribution company
2024-08-29 15:33:53.021 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Factors affecting adoption of internet banking: A study of Jammu and Kashmir with special reference to J & K Bank
2024-08-29 15:33:53.463 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Equity valuation approach based on accounting variables
2024-08-29 15:33:53.948 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Perceived benefit analysis of sales promotion: a case of consumer durables
2024-08-29 15:33:54.448 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Human resources-change agents for motivating and retaining Employees
2024-08-29 15:33:54.909 | INFO     | src.scholar:search_google_scholar:133 - Found 24 results for journal Journal of Finance
2024-08-29 15:33:54.912 | INFO     | __main__:main:25 - Processing journal The Quarterly Journal of Economics
2024-08-29 15:33:57.211 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for RANDOMIZING RELIGION: THE IMPACT OF PROTESTANT EVANGELISM ON ECONOMIC OUTCOMES GHARAD BRYAN JAMES J. CHOI
2024-08-29 15:33:58.542 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Striving for Balance in Economics: Towards a Theory of
2024-08-29 15:33:59.107 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for BUILDING RESILIENT HEALTH SYSTEMS: EXPERIMENTAL EVIDENCE FROM SIERRA LEONE AND THE 2014 EBOLA OUTBREAK DARIN CHRISTENSEN
2024-08-29 15:34:01.007 | INFO     | src.scholar:search_google_scholar:133 - Found 3 results for journal Quarterly Journal of Economics
2024-08-29 15:34:01.015 | INFO     | __main__:main:25 - Processing journal The Review of Economic Studies
2024-08-29 15:34:03.245 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Intrinsic and extrinsic motivation
2024-08-29 15:34:04.169 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Incentives for unaware agents
2024-08-29 15:34:07.987 | INFO     | src.scholar:search_google_scholar:133 - Found 2 results for journal Review of Economic Studies
2024-08-29 15:34:07.992 | INFO     | __main__:main:25 - Processing journal The Review of Economics and Statistics
2024-08-29 15:34:10.740 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Incentives to learn
2024-08-29 15:34:11.782 | INFO     | src.scholar:search_google_scholar:133 - Found 1 results for journal The Review of Economics and Statistics
2024-08-29 15:34:11.784 | DEBUG    | src.file_handling:save_output:28 - Saving output file to /Users/jf41513/code/meta/incentives/literature_search/output/search_20240829-153411.csv
2024-08-29 15:34:11.796 | DEBUG    | src.utils:save_metadata:9 - Saving metadata
2024-08-29 15:34:11.800 | SUCCESS  | __main__:main:40 - Literature search completed
