2024-08-30 13:16:40.173 | INFO     | scholar_wizard.search.index:search:93 - Starting literature search
2024-08-30 13:22:19.482 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Confronting objections to performance pay: the impact of individual and gain‐sharing incentives on job satisfaction
2024-08-30 13:22:21.671 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Behavioral political economy: A survey
2024-08-30 13:22:22.405 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Physician incentives in health maintenance organizations
2024-08-30 13:22:22.694 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Self-control at work
2024-08-30 13:22:25.412 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Wage rigidity in a competitive incomplete contract market
2024-08-30 13:22:25.862 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for The old lady visits your backyard: A tale of morals and markets
2024-08-30 13:22:26.196 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for The Effect of Incentives in Nonroutine Analytical Team Tasks
2024-08-30 13:22:26.506 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for What do employee referral programs do? Measuring the direct and overall effects of a management practice
2024-08-30 13:22:30.075 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Experimental tests of rational inattention
2024-08-30 13:22:30.397 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Caring or pretending to care? social impact, firms' objectives, and welfare
2024-08-30 13:22:32.940 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Willpower and personal rules
2024-08-30 13:22:33.607 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Incentive contracts versus trust in three-person ultimatum games: an experimental study
2024-08-30 13:22:35.018 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Wage Rigidity in a Competitive lncomplete
2024-08-30 13:22:35.445 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Efficiency and justice revisited
2024-08-30 13:22:35.733 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Behavioral economics of corruption and its implications
2024-08-30 13:22:38.582 | INFO     | scholar_wizard.search.index:search:100 - Processing journal Journal of Public Economics (17/25)
2024-08-30 13:22:40.460 | INFO     | scholar_wizard.search.utils:search_google_scholar:47 - Found 16 results
2024-08-30 13:22:40.461 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Do norms on contribution behavior affect intrinsic motivation? field-experimental evidence from germany
2024-08-30 13:22:41.409 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for No margin, no mission? A field experiment on incentives for public service delivery
2024-08-30 13:22:46.175 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Public good provision and property tax compliance: Evidence from a natural experiment
2024-08-30 13:22:46.818 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Learning for a bonus: How financial incentives interact with preferences
2024-08-30 13:22:47.677 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Loopholes undermine donation: An experiment motivated by an organ donation priority loophole in Israel
2024-08-30 13:22:49.068 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for No excuses for good behavior: Volunteering and the social environment
2024-08-30 13:22:50.612 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Mixed feelings: Theories of and evidence on giving
2024-08-30 13:22:53.243 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for The hedonistic paradox: Is homo economicus happier?
2024-08-30 13:22:53.819 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Pay for politicians and candidate selection: An empirical analysis
2024-08-30 13:22:54.522 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Anti-social behavior in profit and nonprofit organizations
2024-08-30 13:22:56.277 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Competitive rivalry, social disposition, and subjective well-being: An experiment
2024-08-30 13:22:57.480 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Encouraging classroom peer interactions: Evidence from Chinese migrant schools
2024-08-30 13:23:00.178 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Punish in public
2024-08-30 13:23:03.026 | INFO     | scholar_wizard.search.index:search:100 - Processing journal Journal of Urban Economics (18/25)
2024-08-30 13:23:04.704 | INFO     | scholar_wizard.search.utils:search_google_scholar:47 - Found 0 results
2024-08-30 13:23:04.710 | INFO     | scholar_wizard.search.index:search:100 - Processing journal Journal of the European Economic Association (19/25)
2024-08-30 13:23:06.173 | INFO     | scholar_wizard.search.utils:search_google_scholar:47 - Found 1 results
2024-08-30 13:23:06.177 | INFO     | scholar_wizard.search.index:search:100 - Processing journal Review of Financial Studies (20/25)
2024-08-30 13:23:08.424 | INFO     | scholar_wizard.search.utils:search_google_scholar:47 - Found 1 results
2024-08-30 13:23:08.426 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Decentralizing money: Bitcoin prices and blockchain security
2024-08-30 13:23:08.866 | INFO     | scholar_wizard.search.index:search:100 - Processing journal Economic Journal (21/25)
2024-08-30 13:23:10.216 | INFO     | scholar_wizard.search.utils:search_google_scholar:47 - Found 37 results
2024-08-30 13:23:10.217 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Extrinsic and intrinsic motivations for tax compliance: Evidence from a field experiment in Germany
2024-08-30 13:23:11.909 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Payment choice, image motivation and contributions to charity: evidence from a field experiment
2024-08-30 13:23:13.219 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Intermediation reduces punishment (and reward)
2024-08-30 13:23:14.910 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for The behavioralist goes to school: Leveraging behavioral economics to improve educational performance
2024-08-30 13:23:15.920 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Moral suasion and economic incentives: Field experimental evidence from energy demand
2024-08-30 13:23:17.309 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Will there be blood? Incentives and displacement effects in pro-social behavior
2024-08-30 13:23:18.042 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Long-run effects of temporary incentives on medical care productivity
2024-08-30 13:23:19.350 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for The impact of monetary and non-monetary factors of motivation on employee productivity
2024-08-30 13:23:20.202 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Why people vote: Ethical motives and social incentives
2024-08-30 13:23:23.222 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Can small incentives have large effects? The impact of taxes versus bonuses on disposable bag use
2024-08-30 13:23:24.745 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Who Has the Time? Community College Students' Time-Use Response to Financial Incentives
2024-08-30 13:23:25.522 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Long-Term Effects of Temporary Incentives on Productivity in Medical Care Clinics
2024-08-30 13:23:25.612 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Revised version published in American Economic Journal: Economic Policy, 2018, 10 (1)
2024-08-30 13:23:27.205 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Abraham Maslow's Hierarchy of Needs and Frederick Herzberg's Two-Factor Motivation Theories: Implications for Organizational Performance
2024-08-30 13:23:27.510 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for A constitution for knaves crowds out civic virtues
2024-08-30 13:23:29.125 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Asymmetric incentives in subsidies: Evidence from a large-scale electricity rebate program
2024-08-30 13:23:33.060 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Motivators and Demotivators for Employees
2024-08-30 13:23:33.791 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Indenture as a Self‐Enforced Contract Device: An Experimental Test
2024-08-30 13:23:34.556 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for How to create an engagement-friendly environment in reward-based crowdfunding?
2024-08-30 13:23:35.217 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Medium-and long-term educational consequences of alternative conditional cash transfer designs: Experimental evidence from Colombia
2024-08-30 13:23:35.984 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for The effects of individual internal versus external reference prices on consumer decisions for pay-what-you-want payments
2024-08-30 13:23:36.513 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Warm‐glow Giving and Freedom to be Selfish
2024-08-30 13:23:37.267 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Reducing child mortality in the last mile: experimental evidence on community health promoters in Uganda
2024-08-30 13:23:38.664 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Preheating prosocial behaviour
2024-08-30 13:23:40.778 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Screening for managerial objectives
2024-08-30 13:23:43.268 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Competition, cooperation and collective choice
2024-08-30 13:23:44.968 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Incentivizing safer sexual behavior: evidence from a lottery experiment on HIV prevention
2024-08-30 13:23:46.192 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Heavy work investment from the perspective of cultural factors and outcomes by types of investors
2024-08-30 13:23:47.015 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Trust and State Effectiveness: The Political Economy of Compliance
2024-08-30 13:23:47.619 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Entrepreneurs' Personnel Characteristics and Their Impact on the Growth of SMEs.
2024-08-30 13:23:50.349 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Incentive reversal
2024-08-30 13:23:51.600 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Herding cats? Management and university performance
2024-08-30 13:23:52.059 | INFO     | scholar_wizard.search.index:search:100 - Processing journal Journal of Finance (22/25)
2024-08-30 13:23:54.376 | INFO     | scholar_wizard.search.utils:search_google_scholar:47 - Found 24 results
2024-08-30 13:23:54.377 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for The impact of awards on intrinsic motivation and job satisfaction of multi-level marketing members in riau islands province, Indonesia
2024-08-30 13:23:55.753 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Compensation and incentives: Practice vs. theory
2024-08-30 13:23:57.756 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Effect of compensation strategy on corporate performance: Evidence from Nigerian firms
2024-08-30 13:23:58.067 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Evaluating stock trading behaviour: Information sources nexus through intrinsic and extrinsic motivation
2024-08-30 13:23:58.704 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Performance based compensation and firm value of commercial banks in Nigeria
2024-08-30 13:23:58.995 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Crowdfunding tax incentives in Europe: a comparative analysis
2024-08-30 13:23:59.294 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Factors that affect students' career choice in accounting: A case of Bahir Dar University students
2024-08-30 13:24:00.035 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Antecedents of Salesforce Motivation: A Review of Studies
2024-08-30 13:24:02.548 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Analysis of teachers' motivation on the overall performance of public basic school in the Wa Municipality
2024-08-30 13:24:02.983 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Effect of Motivation, Leadership and Organizational Culture on Employee Performance during the COVID-19 Pandemic
2024-08-30 13:24:04.025 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Publication Process Date
2024-08-30 13:24:04.740 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Motivation as a management tool for health workers' productivity in Nigeria
2024-08-30 13:24:05.160 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Board Inclusion in Financial Reporting and Dividend Policy: Evidence from Static and Dynamic Panel VAR Models
2024-08-30 13:24:14.480 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for The use of performance information by local government stakeholders in Tanzania
2024-08-30 13:24:14.915 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Effect of Human Resources Practice and Organizational Commitment on Accountability of Rural Entity
2024-08-30 13:24:18.486 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Determination the Impact Professional Skepticism and Interpersonal Trust, with Considering the of Organizational Behavior Characteristics on Auditors Job Durability
2024-08-30 13:24:18.906 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Cryptocurrencies: A survey on acceptance, governance and market dynamics
2024-08-30 13:24:19.238 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for The effect of workplace safety on the performance of Enugu state electricity distribution company
2024-08-30 13:24:21.963 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Factors affecting adoption of internet banking: A study of Jammu and Kashmir with special reference to J & K Bank
2024-08-30 13:24:22.609 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Equity valuation approach based on accounting variables
2024-08-30 13:24:23.024 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Perceived benefit analysis of sales promotion: a case of consumer durables
2024-08-30 13:24:23.328 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Human resources-change agents for motivating and retaining Employees
2024-08-30 13:24:23.767 | INFO     | scholar_wizard.search.index:search:100 - Processing journal Quarterly Journal of Economics (23/25)
2024-08-30 13:24:25.503 | INFO     | scholar_wizard.search.utils:search_google_scholar:47 - Found 3 results
2024-08-30 13:24:25.504 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for RANDOMIZING RELIGION: THE IMPACT OF PROTESTANT EVANGELISM ON ECONOMIC OUTCOMES GHARAD BRYAN JAMES J. CHOI
2024-08-30 13:24:27.818 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Striving for Balance in Economics: Towards a Theory of
2024-08-30 13:24:28.225 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for BUILDING RESILIENT HEALTH SYSTEMS: EXPERIMENTAL EVIDENCE FROM SIERRA LEONE AND THE 2014 EBOLA OUTBREAK DARIN CHRISTENSEN
2024-08-30 13:24:29.130 | INFO     | scholar_wizard.search.index:search:100 - Processing journal Review of Economic Studies (24/25)
2024-08-30 13:24:31.710 | INFO     | scholar_wizard.search.utils:search_google_scholar:47 - Found 2 results
2024-08-30 13:24:31.711 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Intrinsic and extrinsic motivation
2024-08-30 13:24:32.784 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Incentives for unaware agents
2024-08-30 13:24:34.613 | INFO     | scholar_wizard.search.index:search:100 - Processing journal The Review of Economics and Statistics (25/25)
2024-08-30 13:24:36.108 | INFO     | scholar_wizard.search.utils:search_google_scholar:47 - Found 1 results
2024-08-30 13:24:36.112 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Incentives to learn
2024-08-30 13:24:37.756 | DEBUG    | scholar_wizard.libs.file_handling:save_output:19 - Saving output file to /Users/jf41513/code/meta/incentives/./literature_search/artifacts/20240830/search_20240830.csv
2024-08-30 13:24:37.776 | DEBUG    | scholar_wizard.libs.utils:save_metadata:19 - Saving metadata
2024-08-30 13:24:37.779 | SUCCESS  | scholar_wizard.search.index:search:120 - Literature search completed
